id,production_companies
347642,Black Fawn Films
347642,Breakthrough Entertainment Productions
373558,Apple Inc.
367326,Twentieth Century Fox Film Corporation
367326,Blue Sky Studios
329205,J.B.J Film
386501,Side Gig Productions
321769,Epix
321769,Trouper Productions
321769,BOND360
251471,Global Emerging Markets (GEM)
251471,HeLo
174340,Fresh One Productions
174340,"Tarnished Angel, Inc"
174340,Club 55 Productions
309298,Lions Gate Films
285840,Astron-6 Video International
285840,Tele-Film
308077,Versatile Film
308077,Fabula
321109,BBC
341886,Raven Banner Entertainment
341886,De Angeles Films
308024,Duplass Brothers Productions
308024,Gettin' Rad Productions
356216,Carnaby International
356216,Saracen Films
356216,Torn Pictures
311615,Awesomeness Films
333873,20th Century Fox
333873,Lauzirika Motion Picture Company
362154,NO_DATA
293941,Vision Films
293941,Frenzy Films
360203,NO_DATA
294132,Burn Later Productions
294132,Houston King Productions
301629,Andrea Sperling Productions
301629,Lakeview Productions
301629,Gamechanger Films
301629,Leeden Media
301629,TALU Productions
331592,Young Medium
331592,Listen Film
342464,Sundial Pictures
332976,Steamroller Productions
332976,Actionhouse
367551,Screen Media Films
367551,Vertigo Films
367551,Protagonist Pictures
353610,WWE Studios
316410,The Asylum
106845,Signature Pictures
106845,After Dark Films
106845,Midsummer Films
339362,NO_DATA
323966,Raging Pictures
354857,Cartoon Network Studios
333653,A+E Studios
333653,Jane Startz Productions
323366,Alexander Groupe
323366,High Window Films
323366,Illium Pictures
75861,Two Streets Entertainment
75861,Birchwood Pictures
75861,Noble Pictures
75861,Valencia Motion Pictures
283698,Rai Cinema
283698,Wildside
363889,NO_DATA
329020,Melusine Productions
323272,Provident Films
323272,Affirm Films
323272,Kendrick Brothers Productions
343921,Gary Sanchez Productions
343921,Marvista Entertainment
343921,National Picture Show Entertainment
361671,Unframed USA
346494,Hessischer Rundfunk (HR)
346494,UFA Fiction
346494,Six Island Productions
321974,Jigsaw Productions
321974,Disarming Films
363757,Italian International Film
363757,Rai Cinema
328820,KSM Film
359255,Sinister Siblings Films
359255,Lascaux Media
355178,Home Box Office (HBO)
310491,Element Pictures
319096,Silver Screen Pictures
319096,Sanitsky Company
285024,NO_DATA
360341,Netflix
329556,Scatena & Rosner Films
329556,Sarke Studio
329556,Imedi Films
241927,Whizbang Films
241927,Storyteller Pictures
347751,NO_DATA
287692,Big Bad Film
287692,Bloody Lip Productions
321668,Compound B
315024,Little Dragon Productions
323674,NO_DATA
345944,Network Entertainment
300686,Tiberius Film
324253,Company Name
395560,Ecaveo Capital Partners
395560,Hermes Space Industries
312827,Campfire
312827,Zipper Bros Films
308084,Duplass Brothers Productions
308084,Through Films
268725,NO_DATA
308361,NO_DATA
327029,Adi Shankar Production
249916,Parkville Pictures
331161,Tarnol Group Pictures
339065,NO_DATA
244563,Ad Hominem Enterprises
244563,Lila 9th Productions
360605,NO_DATA
315855,National Film Board of Canada
315855,Buffalo Gal Pictures
315855,PHI Film
319152,NO_DATA
369058,NO_DATA
347762,Marvista Entertainment
347762,Snowfall Films
325113,NO_DATA
336167,NO_DATA
320996,New Wave Entertainment
312797,Chapman Filmed Entertainment
312804,BorderLine Films
312804,Relic Pictures
339751,Cohen Media Group
333350,NO_DATA
351043,Infra-Red Pictures
224972,NO_DATA
295595,Valiant
295595,DareDevil Films
295595,Vimeo
371758,British Broadcasting Corporation (BBC)
371758,Mammoth Screen
371758,A&E Television Networks
371758,Agatha Christie Ltd
371758,Acorn Productions
317981,Fortress Features
317981,MTY Productions
309889,Safady Entertainment
309889,The Culling Productions
309889,Silver Lining Media Group
333103,Comedy Central
333103,Tenth Planet Productions
263105,NO_DATA
319076,Passion Pictures
319076,Cutler Productions
309063,La Luna Entertainment
278247,NO_DATA
355131,Netflix
332839,Manis Film
332839,Papagjika Salloway Productions
367215,NO_DATA
261860,NO_DATA
362434,Hybrid
371759,British Broadcasting Corporation (BBC)
316761,Type 55 Films
341077,Industrial Development Corporation of South Africa
341077,Altitude Film Entertainment
341077,Creativity Capital
341077,Glass Man Films
341077,Ten10 Films
321160,Lifetime Television
321160,Sony Pictures Television
330037,Dharma Productions
347944,Lightning Entertainment
347944,Candlewood Entertainment
347944,Anguish Film
373977,NO_DATA
279972,ArieScope Pictures
306952,NO_DATA
339060,NO_DATA
362439,Cinetel Films
355600,Ghoulardi Film Company
346170,NO_DATA
308447,Warner Bros. Animation
308447,Hanna-Barbera
308447,WWE Studios
348035,NetFlix
298032,Grizly Films
371833,Bentley Productions
295886,NO_DATA
300654,Tandem Pictures
300654,Greenmachine Film
365717,RatPac Entertainment
365717,Melco-Crown Entertainment (MCE)
321594,Pig Newton
307931,Verisimilitude
307931,Kotva Films
340247,NO_DATA
326665,NO_DATA
332706,Super Crispy Entertainment
332706,Fido Features
333377,PF Pictures
333377,Naked City Films
275696,New Artists Alliance
275696,Caliber Media Company
326247,E3W Productions
333287,NO_DATA
318973,Sundial Pictures
318973,No Weather Productions
318973,The Cinemart
273899,Centropolis Entertainment
273899,Mel's Cite du Cinema
321039,PCB Entertainment
321039,Concourse Media
345468,BoulderLight Pictures
269033,Island 23 Films
319091,NO_DATA
323435,Bow and Arrow Entertainment
323435,Melody Maker Productions & MMP Audio
323435,Son of a gun Productions
318225,Beachside Films
363480,NO_DATA
291290,Twisted Pictures
352552,Matador Films
352552,Netflix
343981,Salon Pictures
366929,NO_DATA
341051,NO_DATA
319067,Motto Pictures
319067,Tremolo Productions
319067,Media Ranch
332177,WWE Studios
254800,FJ Productions
254800,BB Film Productions
254800,Get Lifted Film Company
254800,Mad Horse Films
291151,Sobras International Pictures
332479,NO_DATA
299780,NO_DATA
348296,Tiger Aspect Productions
357974,Tiberius Film
347258,Instinct Entertainment
312793,Splendid Film
340361,Gaumont
340361,France 2 Cinéma
306943,BCDF Pictures
324325,Small Package Films
321640,Blumhouse Productions
321640,Hit the Ground Running Films
309919,Myriad Pictures
309919,AliBella Pictures
309919,Bystander Films
309919,Management Production Entertainment (MPE)
309919,Mangrove Media
303867,Bitter Films
325365,Rakontur
330916,Whitewater Films
330916,Stink Films
330916,Buffalo Picture House
273599,Seven8 Media
333620,Johnson Production Group
333620,Shadowland
325843,NO_DATA
253303,Sob Noisse Movies
356846,BBC Films
356846,British Broadcasting Corporation (BBC)
356846,BBC Scotland
331501,Screen Yorkshire
331501,Gloucester Place Films
331501,Green Screen Productions
331501,LWH Entertainment
361043,Ruthless Pictures
361043,Hollywood Shorts
329289,Good Universe
329289,Mosaic Films
329289,Institution Post
334682,NO_DATA
356335,NO_DATA
339928,Escapology
339928,Main Dog Productions
367735,3 Arts Entertainment
367735,Irwin Entertainment
266764,NO_DATA
328346,NO_DATA
333346,NO_DATA
157336,Paramount Pictures
157336,Legendary Pictures
157336,Warner Bros.
157336,Syncopy
157336,Lynda Obst Productions
118340,Marvel Studios
118340,Moving Picture Company (MPC)
118340,Bulletproof Cupid
118340,Revolution Sun Studios
100402,Marvel Studios
245891,Thunder Road Pictures
245891,Warner Bros.
245891,87Eleven
245891,DefyNite Films
245891,MJW Films
131631,Lionsgate
131631,Color Force
122917,WingNut Films
122917,New Line Cinema
122917,3Foot7
122917,Metro-Goldwyn-Mayer (MGM)
177572,Walt Disney Pictures
177572,Walt Disney Animation Studios
205596,Black Bear Pictures
205596,Bristol Automotive
198663,Ingenious Media
198663,Twentieth Century Fox Film Corporation
198663,Gotham Group
198663,Dayday Films
198663,Temple Hill Entertainment
194662,Worldview Entertainment
194662,New Regency Pictures
194662,TSG Entertainment
194662,Le Grisbi Productions
194662,M Productions
210577,Twentieth Century Fox Film Corporation
210577,Regency Enterprises
210577,New Regency Pictures
210577,Pacific Standard
210577,TSG Entertainment
228150,Columbia Pictures
228150,QED International
228150,Crave Films
228150,LStar Capital
228150,Huayi Brothers Media
181533,Twentieth Century Fox Film Corporation
181533,1492 Pictures
181533,21 Laps Entertainment
181533,Moving Picture Company (MPC)
181533,TSG Entertainment
157350,Summit Entertainment
157350,Red Wagon Entertainment
127585,Twentieth Century Fox Film Corporation
127585,Donners' Company
127585,Marvel Entertainment
127585,Bad Hat Harry Productions
127585,TSG Entertainment
240832,Universal Pictures
240832,TF1 Films Production
240832,Canal+
240832,EuropaCorp
240832,Ciné+
98566,Paramount Pictures
98566,Nickelodeon Movies
98566,Platinum Dunes
225886,Escape Artists
225886,Media Rights Capital
225886,Sony Pictures Entertainment (SPE)
225886,LStar Capital
242582,Bold Films
242582,Sierra / Affinity
91314,Paramount Pictures
91314,Amblin Entertainment
91314,Di Bonaventura Pictures
91314,Platinum Dunes
91314,Hasbro
120467,Fox Searchlight Pictures
120467,Scott Rudin Productions
120467,Studio Babelsberg
120467,Indian Paintbrush
120467,TSG Entertainment
244786,Bold Films
244786,Blumhouse Productions
244786,Right of Way Films
119450,Ingenious Media
119450,Chernin Entertainment
119450,TSG Entertainment
156022,Columbia Pictures
156022,Village Roadshow Pictures
156022,Escape Artists
156022,Mace Neufeld Productions
156022,LStar Capital
227159,New Line Cinema
227159,BenderSpink
227159,RatPac Entertainment
102382,Columbia Pictures
102382,Marvel Enterprises
102382,Avi Arad Productions
102382,Matt Tolmach Productions
137113,Village Roadshow Pictures
137113,Warner Bros.
137113,Viz Media
137113,Province of British Columbia Production Services Tax Credit
137113,3 Arts Entertainment
228967,Columbia TriStar
190859,Village Roadshow Pictures
190859,Malpaso Productions
190859,Warner Bros.
190859,RatPac-Dune Entertainment
190859,Mad Chance Productions
147441,Scott Free Productions
147441,Chernin Entertainment
147441,Babieka
147441,Volcano Films
124905,Toho Company
124905,Legendary Pictures
124905,Warner Bros.
124905,Disruption Entertainment
124905,RatPac-Dune Entertainment
102651,Walt Disney Pictures
102651,Roth Films
254904,Irish Dreamtime
254904,Relativity Media
254904,SPD Films
242512,Universal Pictures
242512,Platinum Dunes
242512,Media Rights Capital
242512,Hasbro
242512,Blumhouse Productions
82702,DreamWorks Animation
82702,Mad Hatter Entertainment
270303,Northern Lights Films
270303,Animal Kingdom
270303,Two Flints
138103,Davis-Films
138103,Nu Image Films
138103,LionsGate
138103,Millennium Films
138103,Ex3 Productions
137106,Village Roadshow Pictures
137106,DC Comics
137106,Vertigo Entertainment
137106,Lin Pictures
137106,Warner Bros. Animation
72784,Dark Castle Entertainment
72784,Anonymous Content
72784,Open Road Films
68737,Legendary Pictures
68737,Thunder Road Pictures
68737,Outlaw Sinema
68737,Moving Picture Company (MPC)
68737,Pendle Mountain Productions
266856,Working Title Films
193893,Twentieth Century Fox Film Corporation
193893,WideAwake
193893,Genre Films
49017,Universal Pictures
49017,Legendary Pictures
49017,Fuji Television Network
49017,Dentsu
49017,Michael De Luca Productions
270946,DreamWorks Animation
224141,Walt Disney Pictures
224141,Marc Platt Productions
224141,Lucamar Productions
53182,Legendary Pictures
53182,Hollywood Gang Productions
53182,Atmosphere Entertainment MM
53182,Warner Bros.
53182,Nimar Studios
227156,The Weinstein Company
227156,Walden Media
227156,Tonik Productions
227156,Asis Productions
187017,Columbia Pictures
187017,Original Film
187017,Media Rights Capital
187017,Metro-Goldwyn-Mayer (MGM)
187017,Cannell Studios
169917,Double Feature Films
169917,Jersey Films
169917,1984 Private Defense Contractors
169917,Cross Creek Pictures
169917,Exclusive Media Group
116149,The Weinstein Company
116149,StudioCanal
116149,TF1 Films Production
116149,Canal+
116149,Heyday Films
284276,Echo Films
284276,We're Not Brothers Productions
284276,Cinelou Films
212778,Open Road Films
212778,Aldamisa Entertainment
212778,Kilburn Media
212778,Fetisov Teterin Films
238636,Universal Pictures
238636,Why Not Productions
238636,Platinum Dunes
238636,Blumhouse Productions
238636,5150 Action
218043,Stoney Lake Entertainment
85350,Detour Filmproduction
85350,IFC Productions
241239,Participant Media
241239,Imagenation Abu Dhabi FZ
241239,FilmNation Entertainment
241239,Before the Door Pictures
241239,Washington Square Films
184315,Paramount Pictures
184315,Metro-Goldwyn-Mayer (MGM)
184315,Radical Studios
184315,Flynn Picture Company
86834,Paramount Pictures
86834,Regency Enterprises
86834,Protozoa Pictures
86834,Disruption Entertainment
205587,Village Roadshow Pictures
205587,Warner Bros.
205587,Big Kid Pictures
205587,Team Downey
256092,Odyssey Media
256092,Silver Wings Films
232672,Happy Madison Productions
232672,Karz Entertainment
232672,Warner Bros.
232672,Gulfstream Pictures
195589,Universal Pictures
195589,Point Grey Pictures
195589,Good Universe
249164,New Line Cinema
249164,Metro-Goldwyn-Mayer (MGM)
243683,Summit Entertainment
243683,Offspring Entertainment
200727,Constantin Film
200727,Octagon Films
222935,Fox 2000 Pictures
222935,Temple Hill Entertainment
222935,TSG Entertainment
244267,Verisimilitude
244267,Bersin Pictures
244267,WeWork Studios
168530,Universal Pictures
168530,Rainforest Films
168530,Cube Vision
168530,Relativity Media
244761,Ego Film Arts
244761,The Film Farm
171274,Ghoulardi Film Company
171274,Warner Bros.
137094,Paramount Pictures
137094,Di Bonaventura Pictures
137094,Mace Neufeld Productions
137094,Skydance Productions
137094,Etalon film
225574,StudioCanal
225574,Silver Pictures
225574,TF1 Films Production
225574,Canal+
225574,Anton Capital Entertainment (ACE)
206487,Screen Australia
206487,Screen Queensland
206487,Blacklab Entertainment
206487,Wolfhound Pictures
262543,Green Moon Productions
262543,Nu Boyana Viburno
321068,Arrowstorm Entertainment
154400,Fox Searchlight Pictures
154400,Chernin Entertainment
97020,Columbia Pictures
97020,Strike Entertainment
97020,Metro-Goldwyn-Mayer (MGM)
157353,Alcon Entertainment
157353,Syncopy
157353,DMG Entertainment
157353,Straight Up Films
193610,Twentieth Century Fox Film Corporation
193610,LBI Productions
82703,20th Century Fox
286532,Sycamore Pictures
189,Miramax Films
189,Troublemaker Studios
189,AR Films
189,Aldamisa Entertainment
189,Demarest Films
297270,Walt Disney Pictures
172385,Blue Sky Studios
172385,Twentieth Century Fox Animation
100042,New Line Cinema
100042,Universal Pictures
100042,Conundrum Entertainment
100042,Red Granite Pictures
204922,StudioCanal
204922,Scott Free Productions
204922,Millennium Films
204922,Film i Väst
152760,Columbia Pictures
152760,Studio Babelsberg
152760,Fox 2000 Pictures
152760,Smokehouse Pictures
152760,Obelisk Productions
227306,Legendary Pictures
227306,3 Arts Entertainment
227306,Jolie Pas
273895,Plan B Entertainment
273895,Harpo Films
273895,Celador Films
273895,Cloud Eight Films
273895,Pathé
265177,Téléfilm Canada
255343,Nexus Factory
255343,uFilm
255343,Jaguar Films
255343,Umedia
255343,Chapter 2
175112,DisneyToon Studios
228970,Fox Searchlight Pictures
228970,Pacific Standard
76649,Impact Pictures
76649,TriStar Pictures
76649,Don Carmody Productions
76649,FilmDistrict
76649,Constantin Film International
239571,Relativity Media
196867,Columbia Pictures
196867,Sony Pictures Entertainment (SPE)
196867,Overbrook Entertainment
207933,Icon Productions
