id,production_companies
89492,Apatow Productions
81796,Canal+
81796,EuropaCorp
81796,Ciné+
50647,Relativity Media
50647,Apatow Productions
50647,A Hot Dog
65086,Hammer Film Productions
65086,UK Film Council
65086,Alliance Films
65086,Film i Väst
62214,Walt Disney Pictures
62214,Tim Burton Animation Company
62214,Tim Burton Productions
87428,Columbia Pictures
87428,Happy Madison Productions
87428,Relativity Media
59961,Universal Pictures
59961,Dentsu
59961,Relativity Media
59961,Bluegrass Films
82525,Ixtlan
82525,Relativity Media
82525,Onda Entertainment
80389,Icon Productions
80389,Airborne Productions
116613,Vertigo Films
116613,Exponential Films
116613,Embargo Films
84199,Destination Films
84199,Samuel Goldwyn Films
87502,Paramount Pictures
87502,Parkes/MacDonald Productions
87502,ImageMovers
49527,Summit Entertainment
49527,Di Bonaventura Picture
86838,Blueprint Pictures
86838,CBS Films
86838,British Film Institute (BFI)
86838,Film4
78698,Universal Pictures
78698,Anonymous Content
78698,Working Title Films
86467,Rai Cinema
86467,Redwave Films
86467,Protagonist Pictures
125509,Summit Entertainment
125509,20th Century Fox Home Entertainment
125509,Constantin Film Produktion
103620,La Petite Reine
103620,Studio 37
103620,Canal+
103620,Ciné+
127517,Lionsgate
127517,Liddell Entertainment
127517,LD Entertainment
127517,Wonderful Films PLC
127517,Exclusive Media Group
98548,DreamWorks SKG
98548,Touchstone Pictures
71668,Dimension Films
71668,Mark Canton Productions
71668,Intellectual Properties Worldwide
112336,Fox Searchlight Pictures
112336,Ingenious Media
112336,Dune Entertainment
112336,Cold Spring Pictures
112336,The Montecito Picture Company
77883,Ghost House Pictures
77883,North Box Productions
61012,Davis-Films
61012,Konami Corporation Ltd.
64689,Plan B Entertainment
64689,1984 Private Defense Contractors
64689,Annapurna Pictures
64689,Inferno Entertainment
64689,Chockstone Pictures
77948,Summit Entertainment
77948,Intrepid Pictures
77948,Film Rites
77948,Galavis Film
77948,Picture Machine
133121,Digital Frontier
133121,Sony Pictures Entertainment
133121,Capcom Company
60599,Lionsgate
60599,Artina Films
60599,Lucky Monkey Pictures
60599,Green Room Films
60599,Treehouse Pictures
68812,Bleiberg Entertainment
68812,Millennium Films
77953,Everyman Pictures
77953,Gary Sanchez Productions
77953,Warner Bros.
77953,Location Gourmet
90369,Goldcrest Pictures
60747,Contrafilm
60747,FilmDistrict
75638,First Generation Films
75638,Antena 3 Films
75638,Televisió de Catalunya TV3
76489,Wessler Entertainment
82696,Columbia Pictures
82696,Mandate Pictures
82696,Escape Artists
82696,Management 360
82696,Metro-Goldwyn-Mayer (MGM)
95516,UK Film Studio
60281,Metropolitan Filmexport
97430,Arcade Pictures
97430,Iron Fists
74387,Don Carmody Productions
74387,Caramel Films
134375,Original Pictures
134375,Fox Television Studios
134375,Manitoba Film and Video Production Tax Credit
102780,Irish Film Board
102780,Lipsync Productions
102780,Number 9 Films
102780,Demarest Films
102780,Parallel Film Productions
72358,Paramount Pictures
72358,DreamWorks SKG
72358,Saturn Films
72358,Varsity Pictures
115290,Storyline Entertainment
115290,PeaceOut Productions
115290,Sony Pictures Television
115290,Silver Screen Pictures
109099,France 2 Cinéma
81446,State Street Pictures
81446,Lleju Productions
87825,Malpaso Productions
87825,Warner Bros.
81836,Gravier Productions
81836,Medusa Film
81836,Mediapro
81836,Perdido Productions
93856,Alcon Entertainment
93856,FilmNation Entertainment
93856,Oren Peli / Brian Witten Pictures
94901,Gordon Bijelonic / Datari Turner Films
94901,Enderby Entertainment
112200,Olympus Pictures
112200,Class 5 Films
82505,A Bigger Boat
82505,Relativity Media
82505,FilmNation Entertainment
94348,Summit Entertainment
54054,Lakeshore Entertainment
54054,Sidney Kimmel Entertainment
121826,Headline Pictures
84305,Likely Story
84305,Random Films
84305,Focus Features
71864,Walt Disney Pictures
103332,Fox Searchlight Pictures
84178,Submarine Entertainment Distributors
84178,LD Entertainment
77174,Focus Features
77174,Laika Entertainment
133694,Participant Media
133694,Imagenation Abu Dhabi FZ
133694,Focus Features
133694,Media Farm
133694,Sunday Night
82650,Fox 2000 Pictures
111839,Home Box Office (HBO)
111839,Attaboy Films
111839,For Whom Productions
121674,NO_DATA
78049,Alphaville Films
78049,Misher Films
78049,Universal 1440 Entertainment
78049,"Sommers Company, The"
78049,A Grand Elephant
96399,Dos Corazones
72431,Twentieth Century Fox Film Corporation
72431,Lucasfilm Ltd.
72431,Partnership Pictures
127521,Motion Picture Corporation of America (MPCA)
127521,Rodin Entertainment
97051,Periscope Entertainment
97051,Social Construct
97051,Dreamher Productions
97051,"Lambrick Foundation, The"
82679,Paramount Pictures
82679,Nickelodeon Movies
82679,Anonymous Content
82679,Fake Empire
77875,Evil Twins
77875,Eclectic pictures
77875,Millennium Films
104755,Alliance Films
104755,Blumhouse Productions
104755,Automatik Entertainment
119698,Moonlighting Films
49526,Pariah Entertainment Group
84174,Gary Sanchez Productions
84174,BCDF Pictures
152581,Magic Light Pictures
82687,Paramount Pictures
82687,Skydance Productions
107170,Ubisoft
113947,Rhino Films
113947,Such Much Films
121789,Killer Films
121789,Treehouse Pictures
88005,Mandate Pictures
88005,Indian Paintbrush
88005,Anonymous Content
88005,Focus Features
82881,Walt Disney Animation Studios
82631,20th Century Fox
82631,Gran Via Productions
82631,Walden Media
99770,France 2 Cinéma
83686,Serenade Films
83686,CBS Films
83686,Also Known As Pictures
106021,uFilm
106021,Informant Media
106021,Entertainment Motion Pictures
106021,Umedia
106021,uFund
85373,Vertigo Entertainment
70667,Film i Väst
82990,Paramount Pictures
82990,Blumhouse Productions
82990,Room 101
82990,Solana Films
121642,Medusa Film
83770,American Zoetrope
83770,France 2 Cinéma
89455,BBC Films
122857,Signature Pictures
122857,Foresight Unlimited
122857,Baumgarten Management and Productions (BMP)
79935,Bayou Pictures
79935,Diamondback 99
135812,Enrique Cerezo Producciones Cinematográficas S.A.
125490,Alliance Films
125490,Telefilm Canada
125490,TF1 International
123105,Automatik Entertainment
123105,Hydraulx
123105,Baltimore Pictures
92591,Castle Rock Entertainment
92591,Horsethief Pictures
92591,Mandalay Vision
92591,Wind Dancer Productions
92591,Detour Filmproduction
118683,Steamroller Productions
118683,Voltage Pictures
93837,Crystal City Entertainment
93837,Exclusive Media Group
93837,Kappa Undercover Pictures
93837,Scarlet Fire Entertainment
93837,Hope Town Entertainment
89185,Two 4 The Money Media
123024,BBC
91739,NO_DATA
119360,Medusa Film
119360,Fiction Films
119360,Wildside
119360,Ministero per i Beni e le Attività Culturali (MiBAC)
84200,AdScott Pictures
110160,MK2 Productions
101179,Corona Pictures
113594,Studio Canal
113594,Warner Bros.
113594,uFilm
113594,nWave Pictures
84575,20th Century Pictures
82618,Pantelion Films
88042,20th Century Fox
88042,Chernin Entertainment
88042,Walden Media
134366,Death Awaits Cinema
134366,Twin Engine Films
134366,Pink Buffalo Films
84348,The Collective
84348,Bloody Disgusting
84348,8383 Productions
87504,Daybreak Pictures
87504,Free Range Films
76487,Room 101
76487,Prototype
136080,Fantefilm
136080,Film Fund FUZZ
116979,Envision Media Arts
116979,RGB Productions
134597,Fortress Features
134597,LD Entertainment
59963,Social Capital
59963,Film Afrika Worldwide
59963,Lipsync Productions
59963,Procinvest Sas
59963,Cinedigm
86597,SND
86597,Forecast Pictures
86597,Iron Ocean Films
86597,Radar Films
109584,BBC Films
109584,Bill Kenwright Films
135281,Ciné@
91679,NO_DATA
127372,Krasnoff Foster Productions
127372,United Performers' Studio
127372,Fellers Film
122293,Cinetel Films
122293,Reel One Entertainment
67660,Rainforest Films
67660,Screen Gems
67660,Studio Mir
133558,Koan Films
133558,Go Films
109513,Primate Pictures
109513,Kim and Jim Productions
109513,Panay Films
109513,Exclusive Media Group
112090,Lionsgate
112090,TNT
112090,Bomar OOD
112090,Mirumir
130267,The Weinstein Company
130267,Voltage Pictures
121824,Lakeshore Entertainment
121824,Sidney Kimmel Entertainment
121824,Lionsgate
127867,Laundry Films
39957,Lionsgate
39957,Launchpad Productions
39957,Sobini Films
39957,Burning Bright Productions
119569,Marvel Studios
127884,Canana Films
127884,Videocine S.A. de C.V.
97614,StudioCanal
97614,Mutual Film Company
97614,2929 Productions
97614,Magnolia Pictures
97614,Madhouse Entertainment
127374,Cross Creek Pictures
127374,Vertebra Films
75761,Magnet Releasing
84306,Tom Sawyer Entertainment
84306,BCDF Pictures
94352,Reel FX Creative Studios
117974,StudioCanal
117974,British Film Institute (BFI)
117974,Film4 Productions
84188,Muskat Filmed Properties
84188,Bad Cop Bad Cop Film Productions
84188,Dogfish Pictures
84194,BXR Productions
136701,NO_DATA
87496,Wildwood Enterprises
87496,Kingsgate Films
87496,Brightlight Pictures
87496,Voltage pictures
87496,TCYK North Productions
89691,Buffalo Gal Pictures
89691,The Safran Company
89691,Gold Circle Films
112304,Jeff Most Productions
112304,Globus-film
112304,Crombie Film
112304,Most/Rice Films
98948,"Asylum, The"
84175,Journeyman Pictures
84175,Court 13 Pictures
84175,Cinereach
106717,Someone At The Door Productions
141102,Sony Pictures Animation
141102,NEST Family Entertainment
141102,Crest Animation Production
84577,Efish Entertainment
84577,Vitamin A Films
84577,Silver Moonlight Productions
84577,PalmStar Entertainment
84577,Barking Fish Entertainment
128136,Banana-Moon Sky Films
147132,NO_DATA
75204,Capelight Pictures
75204,Al!ve AG
103328,Pandora Filmproduktion
103328,Canal+
133931,Industrial Development Corporation of South Africa
133931,120dB Films
133931,The Department of Trade and Industry of South Africa
133931,Cinema Management Group
133931,The National Film and Video Foundation of SA
139567,Industry Entertainment
139567,Grindstone Entertainment Group
139567,Cheetah Vision
139567,Mandalay Vision
139567,Paradox Entertainment
84332,Duplass Brothers Productions
84332,Big Beach Films
130925,Walt Disney Pictures
130925,Pixar Animation Studios
127962,Arrete Ton Cinema
86759,Hollywood Media Bridge
84383,NO_DATA
96599,Eden Productions
128248,NO_DATA
98339,Quickfire Films
98339,H2O Motion Pictures
98339,2262730 Ontario
98339,Middle Child Films Inc.
95755,Deviant Films
95755,Morocco Junction Pictures
95755,1812 Productions
86541,Think Studio
86541,Ciskul
79694,StudioCanal
79694,Dark Castle Entertainment
79694,Warner Bros.
79694,Studio Babelsberg Motion Pictures
94354,NO_DATA
132137,CC Capital Arts Entertainment SRL
132137,Universal 1440 Entertainment
119431,343 Industries
119431,Microsoft Studios
119431,Laskey Productions
128841,NO_DATA
120292,icon
74505,Haxan Films
74505,amber entertainment
100183,Black Camel Pictures
98066,Blumhouse Productions
98066,IM Global
98066,Automatik Entertainment
98066,Duck Attack Films
94380,Amber Lamps
84165,Senator Film Produktion
84165,Tempête Sous Un Crâne Productions
101325,Jetlag Productions
101325,Bahr Productions Inc.
101325,Experience Media Studios
121872,A24
102629,Silver Pictures
102629,Signature Pictures
102629,After Dark Films
102629,Autonomous Films
102629,Bomar OOD
84329,Samuel Goldwyn Films
84329,Stage 6 Films
84329,Park Pictures
84329,TBB
84329,Dog Run Pictures
80318,Polsky Films
84105,NO_DATA
118957,Pictures in Paradise
118957,Screen Australia
118957,Media Development Authority (MDA)
118957,Screen Queensland
118957,Bait Productions
177221,O. Hannah Films
257368,NBC Universal Television
100683,Dark Castle Entertainment
100683,Silver Pictures
100683,Signature Pictures
100683,After Dark Films
100683,Autonomous Films
49014,France 2 Cinéma
97605,New Artists Alliance
90125,Shangri-La Entertainment
85207,Templeheart Films
85207,Press On Features
85207,Hawthorne Productions
94104,NO_DATA
135858,Zinc Entertainment Inc.
135858,Bomar OOD
114606,Tea Shop & Film Company
119117,NO_DATA
136278,BBC Films
136278,Neal Street Productions
136278,Quickfire Films
136278,IM Global
136278,Lipsync Productions
79465,IFC Films
79465,Woodhaven Production Company
110354,NO_DATA
119738,Warner Premiere
119738,Stunts Unlimited
100089,The Asylum
84203,NO_DATA
52001,Sigma Films Ltd.
52001,Irish Film Board
52001,Blinder Films
127651,Templeheart Films
127651,Filmgate Films
127651,Sterling Pictures Ltd
110146,Goalpost Pictures
60540,NO_DATA
98205,NO_DATA
122800,Grindstone Entertainment Group
122800,Cheetah Vision
122800,Paradox Entertainment
122800,Emmett/Furla Films
122800,Envision Entertainment
91010,Playtone
91010,HBO Films
136405,Digiart Productions
136405,Lotte Entertainment
136405,Animation Picture Company
98582,TVE
98582,La Zanfoñia Producciones
84281,Next Wednesday Productions
84281,Union Entertainment Group (II)
84281,Skyscraper Films
150015,The Asylum
160070,NO_DATA
92645,NO_DATA
134371,Cinema Vehicle Services
134371,Atlas 2 Productions
126757,Cyan Films
126757,Major International Pictures
96821,Kaos Cinematografica
78215,Trollhättan Film AB
86555,Joe's Daughter
101176,Rai Cinema
101176,Achab Film
101176,Wiseacre Films
101176,Emergency Exit Pictures
138222,KODA Entertainment
84290,Parts and Labor
84290,Alarum PIctures
84290,Tiny Dancer Films
100529,Fox Searchlight Pictures
100529,Groundswell Productions
82533,Westerly Films
95754,Nickelodeon Network
95754,Pacific Bay Entertainment
62008,NO_DATA
120605,NO_DATA
63574,Alcon Entertainment
63574,O.N.C. Entertainment
63574,Farrell Paura Productions
63574,Gospel Truth Pictures
101731,Castle Rock Entertainment
101731,Revelations Entertainment
101731,Magnolia Pictures
101731,Voltage Pictures
101731,Firebrand Productions
118612,Seabourne Pictures
118612,Quite Quick Productions
84330,Highland Park Classics
84330,IFC Midnight
91342,Mattel
84336,BBC Films
84336,Element Pictures
84336,Irish Film Board
84336,Lipsync Productions
84336,Unanimous Pictures
84184,Team Todd
94204,Sony Pictures
115084,New Horizons Picture
117923,Mutressa Movies
124972,Company Films
124972,Voltage Pictures
90118,NO_DATA
85414,Lightning Entertainment
85414,La Costa Productions
85414,Walking West Entertainment
129533,Rainmaker Entertainment
129533,Mattel
122192,Babe Films
122192,Climax Films
122192,Filmarno
122192,Ran Entertainment
122924,Motion Picture Corporation of America
122924,Mediapro Studios
122924,Throttle Films
136403,Les Productions du Trésor
127370,Egoli Tossell Film AG
127370,Steel Mill Pictures
127370,Coolmore Productions
84287,A&E IndieFilms
84287,Film4
84287,Protagonist Pictures
84287,Randy Murray Productions
84287,24 Seven Productions
114958,Unstoppable Entertainment
114958,Medient Studios
114958,Big Yellow Films
84317,NO_DATA
103370,"Tyler Perry Company, The"
141423,Pixar Animation Studios
85546,Les Films du Lendemain
135647,LD Entertainment
135647,Mark Gordon Productions
80384,NO_DATA
133369,NO_DATA
124075,Allegro Films
124075,Ormenis Film
124075,Thelma Film AG
124075,Zero One Film
98368,Lifelike Picture
87440,Permut Presentations
87440,Camellia Entertainment
87440,Evil Media Empire
87440,Inphenate
119193,Wild Bunch
138376,Vortex Words Pictures
84341,Super Crispy Entertainment
86703,The Asylum
103173,FUNimation Entertainment
115276,Vertigo Films
115276,Embargo Films
121831,StudioCanal
121831,Diamond Girl Productions
121831,Sol's Luncheonette
138038,"Bad Angels Productions, Ltd."
150229,Deed Films
121873,MACT Productions
121873,Heimatfilm GbR
121873,Les Productions de l'Amour Fou
71679,Davis-Films
119685,FUNimation Entertainment
119685,EA International
119685,Bioware
92393,NO_DATA
46429,Boundless Pictures
126277,Evolution Pictures
126277,Twisted Twins Productions
126277,430 Productions
126277,IndustryWorks Pictures
129734,NO_DATA
135921,Passion Pictures
135921,Red Box Films
119478,Player Entertainment Group
119478,Matchbox Pictures Inc.
106337,NO_DATA
76589,DC Comics
76589,Warner Bros. Animation
130739,Schiwago Film
130739,ARTE
130739,Hessischer Rundfunk (HR)
130739,Chromosom Filmproduktion
109391,Partizan
109391,Jouror Productions
126337,Harbinger Media Partners
109843,BBC Films
109843,Gunslinger
109843,Film London
109843,Microwave Film
109843,Aimimage Productions
98369,Ruckus Films
98586,Televisión Española TVE
84316,NO_DATA
139463,Island Pictures
84342,Vivendi Entertainment
141528,Pixar Animation Studios
133764,Eurimages
133764,Acajou Films
133764,Tremora
133764,Media Programme of the European Community
133764,Lietuvos Respublikos kulturos ministerija
135309,Unified Film Organization (UFO)
148265,Varahi Chalana Chitram
148265,Suresh Productions
79550,Vision Entertainment Group
79550,Kejo Productions
105528,NO_DATA
136793,Myriad Pictures
136793,CJ Entertainment
136793,Toiion
110323,UGC Distribution
96973,Red Om Films
96973,Reliance BIG Entertainment
96973,Hopscotch Pictures
80215,BlinkWorks Media
72890,10th Hole Productions
72890,Anonymous Content
72890,Ambush Entertainment
72890,Maven Pictures
72890,Foggy Bottom Pictures
102630,After Dark Films
128876,Creativity Media
124461,American Zoetrope
124461,A24
110397,SCOPE Invest
110397,Scope Pictures
110397,Cofinova 8
101519,Indomina Productions
101519,Keel Films
101519,Pinewood Studios
123362,Ibermedia
123362,Eurimages
123362,Canal+
123362,Cofimage
123362,Generalitat de Catalunya - Institut Català de les Indústries Culturals (ICIC)
72334,Disneynature
128241,Mischief Films
94671,Media Talent Group
94671,AR Films
94671,Aldamisa Entertainment
84333,Instinctive Film
84333,Gilbert Films
84333,Enumerated Pictures
104859,NO_DATA
92000,Blue Star Pictures
92000,Oxymoron Entertainment
92000,G4 Pictures
82485,Dark Castle Entertainment
82485,After Dark Films
82485,Autonomous Films
82485,Signature Entertainment
82485,Bettis Productions Limited
89237,Live Wire Films
121598,Relativity Media
89857,NO_DATA
105965,Walt Disney Pictures
84204,Irish Film Board
84204,Samson Films
84204,Forward Films
84204,High Treason Productions
84204,Nvizible
139933,Venture Forth
139933,Verisimilitude
139933,Bersin Pictures
139933,Deerjen Films
109500,NO_DATA
103269,DC Comics
103269,Warner Bros. Animation
103269,Warner Premiere
78571,Depth of Field
78571,Tribeca Productions
78571,Focus Features
78571,Corduroy Films
84185,Diamond Docs
84185,Exposure
84169,NO_DATA
128190,NO_DATA
121606,NO_DATA
128311,Site B
128311,Through The Heart
121597,Phoenix Wiley
121597,Serotonin Films
146631,Hawthorn Productions
146631,Hawthorne Productions
162145,Corona Pictures
162145,Starchild Pictures
190899,Infinite Frameworks Studios
88036,TriStar Pictures
88036,Phoenix Pictures
88036,Stage 6 Films
88036,Akil Production Company
103747,Wild Bunch
103747,Les Films Du Fleuve
103747,British Film Institute (BFI)
103747,Entertainment One
103747,Sixteen Films
102222,Signature Pictures
102222,After Dark Films
102222,Autonomous Films
102222,Fourth Floor Productions
127913,Blueeyes Productions
127913,Filmhuset Produksjoner
80304,NALA Films
80304,Gary Sanchez Productions
80304,Lions Gate
121879,Opening Night Productions
84166,NO_DATA
126323,Zero Gravity Management
126323,Vitamin A Films
126323,Yellow Brick Films
126323,Bo-Town Films
126323,Emerald Peak Entertainment
139715,Gala Film
122088,Norma Productions
122088,Avi Chai fund
122088,Israel Film Fund
122088,Reshet Broadcasting
122088,Sundance
83191,Kindle Entertainment
83191,MNG Films
103717,Centre National de la Cinématographie
139777,Scott Free Productions
139777,Tandem Communications
139777,Galafilm Productions
139777,Take 5 Productions
139455,Buffalo Gal Pictures
139455,Ember Productions
139455,The Genre Co.
118628,Eros International
113294,DJ Films
113294,Aegis Film Fund
113294,Ealing Metro International
84334,Passion Pictures
84334,Red Box Films
84334,Canfield Pictures
97632,The Asylum
114718,Waterland Film & TV
168027,Final Cut Productions
168027,The Matthau Company
140174,"Asylum, The"
369145,BBC Television UK
94973,UGC
94973,TF1 Films Production
94973,TF1 Droits Audiovisuels
94973,Few
94973,Scope Pictures
117978,Kinosmith
117978,Sepia Films
100046,NO_DATA
165477,Generator Entertainment
80973,MiniFlix Films
111349,NO_DATA
145738,The Asylum
88920,NO_DATA
138941,The October People
138941,Forbidden Films
141095,NO_DATA
100493,NO_DATA
98545,Atlas Film
128270,Paramount Vantage
135531,Dentsu
135531,A-1 Pictures
121791,Canal+
121791,3b productions
121791,Ciné+
119278,Level 10 Films
105526,PFM Pictures
130736,teamWorx Produktion für Kino und Fernsehen GmbH
89325,Kasdan Pictures
89325,Werc Werk Works
167956,Eskoria Films
116440,Gracie Films
84742,NO_DATA
118737,Scanner-Rhodes Productions
118737,Kirlian Pictures
118737,Northstar Ventures
118737,Northern Film and Media
121565,Instinctive Film
121565,XYZ Films
121565,High Five Films
121565,Pandastorm Pictures
149786,Hallmark Hall of Fame Productions
133441,image now films
105531,RCR Media Group
104155,NO_DATA
97690,Luminant Media
116227,CJ Entertainment
127918,Les Films du Poisson
127918,Cinephil
127918,RTBF
127918,Arte France
127918,NDR
110490,NO_DATA
84338,FilmHaven Entertainment
84338,BorderLine Films
133463,Green Light Media
123431,NO_DATA
107257,Soul Kiss Films
117369,Walt Disney Pictures
117369,UTV Motion Pictures
135368,NO_DATA
157305,National Film and Television School (NFTS)
134394,WWE Studios
128215,Mulmur Feed Co. Production
135461,NO_DATA
84309,NO_DATA
110122,TMA-1 Productions
115210,Bórd Scannán na hÉireann
103758,Fandango
103758,Rai Cinema
103758,Le Pacte
103758,Archimede
97512,Films In Motion
192623,NO_DATA
135579,KSM
60270,Entertainment One
60270,Hopscotch Films
216374,Zero Gravity Management
216374,Castlight Pictures
140405,EMI Records Ltd.
87548,NO_DATA
84907,Bennett-Robbins Productions
114955,Disney Channel
118677,NO_DATA
79940,2929 Productions
79940,Gary Sanchez Productions
79940,Funny or Die
141679,Head Gear Films
141679,Bankside Films
141679,Fiesta Productions
128216,National Film Board of Canada (NFB)
109520,Oxymoron Entertainment
109520,Mallick Media
98541,NO_DATA
116977,Threshold Entertainment
116977,Lions Gate Family Entertainment
130593,NO_DATA
50497,Kintop Pictures
73935,Lucky Monkey Pictures
73935,Red Hour Films
116811,Warp X
116811,Illuminations Films
200035,NO_DATA
133557,Home Box Office (HBO)
133557,British Broadcasting Corporation (BBC)
133557,Moonlighting Films
143800,Topkapi Film
143800,Apple Film Productions
110112,Arc Entertainment
125558,Hollywood Treasures
125558,Three Little Birds Productions
131916,Canal Street Films
138372,NO_DATA
137776,Sepia Films
269177,TF1 Vidéo
127853,FilmBuff
185744,Comedy Central
119286,NBC Universal Television
119286,Working Title Television Production
121830,Olympus Pictures
121830,Eyeworks Film
121830,Daydream Productions
95571,NO_DATA
298016,Nickelodeon Animation Studios
191489,NO_DATA
138496,NO_DATA
86004,Reliance Entertainment
120846,Dudez Productions
142563,NO_DATA
121983,Overbrook Entertainment
94887,Floren Shieh Productions
107178,Eyeworks Film & TV Drama
107178,Inspire Pictures
107178,Indieproduction
111440,Preferred Content
137366,NO_DATA
126509,NO_DATA
126909,NO_DATA
128592,Gaumont
138122,NO_DATA
136698,Screen Australia
136698,Film Victoria
84327,NO_DATA
97610,NO_DATA
117266,NO_DATA
127864,Eurimages
127864,Motion Investment Group
127864,Arte France
127864,Televisión Española (TVE)
124071,Bert Marcus Productions
151870,2 Player Productions
84340,NO_DATA
101056,NO_DATA
139808,Televisió de Catalunya TV3
101267,Paramount Pictures
101267,Imagine Entertainment
101267,MTV Films
101267,Insurge Pictures
128133,NO_DATA
101449,New Wave Entertainment
101449,Chimichanga Productions
101449,Brillstein Entertainment Partners
96924,NO_DATA
140403,The Gibson Group
150093,The 7th Floor
150093,ARTE
150093,3B Productions
150093,Doha Film Institute
150093,Cohen Media Group
100275,Det Danske Filminstitut
100275,Téléfilm Canada
86101,Gamma Knife Films
201365,Delux Productions
201365,B.D.S. Productions
201365,TNVO
121147,Broken Lizard Industries
121147,ATG Productions
121147,Matthew Pritzker Films
153133,Larry Levinson Productions
84351,NO_DATA
128104,micro_scope
138907,NO_DATA
89638,NO_DATA
97989,CinemaScópio
135403,Arte
135403,Eagle Rock Entertainment
151044,NO_DATA
157301,NO_DATA
143224,Eficine 226
143224,Tigre Pictures
84284,British Broadcasting Corporation (BBC)
84284,Zweites Deutsches Fernsehen (ZDF)
84284,Louverture Films
84284,Vrijzinnig Protestantse Radio Omroep (VPRO)
84284,NHK Enterprises
126797,Screen Australia
127548,The Global Asylum
138943,Slaughter FX
115199,NO_DATA
135670,Underground Films\
84187,Glass Eye Pix
84187,Greyshack Films
84187,Rough House Pictures
98886,NO_DATA
114887,NBA Entertainment
146837,New Wave Entertainment
147538,Bitter Films
86705,Irwin Entertainment
130358,Lifetime
130358,Silver Screen Pictures
146712,Pacific Bay Entertainment Canada
146712,Pacific Bay Entertainment
224746,Sonet Film AB
110393,ARTE
110393,Canal+ España
168219,NO_DATA
145711,NO_DATA
134215,NO_DATA
157289,Fuzzy Logic Pictures
83589,NO_DATA
158150,Annuit Coeptis Entertainment Inc.
158150,Annuit Coeptis Entertainment II
110496,NO_DATA
84179,NO_DATA
124067,Florentine Films
124067,WETA
84288,Canal+
84288,Chain Camera Pictures
84288,ITVS
84288,Rise Films
84288,Girls' Club Entertainment
122,WingNut Films
122,New Line Cinema
277,Lakeshore Entertainment
277,Laurinfilm
277,Subterranean Productions LLC
277,Subterranean Productions UK Ltd.
277,Underworld Produktions GmbH
22,Walt Disney Pictures
22,Jerry Bruckheimer Films
24,Miramax Films
24,A Band Apart
24,Super Cool ManChu
605,Village Roadshow Pictures
605,NPV Entertainment
605,Silver Pictures
605,Warner Bros.
604,Village Roadshow Pictures
604,NPV Entertainment
604,Heineken Branded Entertainment
604,Silver Pictures
604,Warner Bros.
12,Walt Disney Pictures
12,Pixar Animation Studios
12,Disney Enterprises
310,Universal Pictures
310,Spyglass Entertainment
310,Shady Acres Entertainment
310,Pit Bull Productions
508,DNA Films
10719,New Line Cinema
10719,Gold/Miller Productions
10719,Guy Walks into a Bar Productions
296,Columbia Pictures
296,Intermedia Films
296,Warner Bros.
296,C-2 Pictures
296,IMF Internationale Medien und Film GmbH & Co. 3. Produktions KG
1278,Peninsula Films
1278,Recorded Picture Company (RPC)
1278,Fiction Films
587,The Zanuck Company
587,Columbia Pictures Corporation
587,Jinks/Cohen Company
587,Tim Burton Productions
9480,Twentieth Century Fox Film Corporation
9480,Regency Enterprises
9480,Epsilon Motion Pictures
9480,New Regency Pictures
9480,Marvel Enterprises
8273,Universal Pictures
8273,Zide-Perry Productions
8273,LivePlanet
8273,Loumolo & Co.
8698,Twentieth Century Fox Film Corporation
8698,JD Productions
8698,International Production Company
8698,Angry Films
8698,Mediastream Dritte Film GmbH & Co. Beteiligungs KG
9654,Paramount Pictures
9654,De Line Pictures
9654,Working Title Films
14873,Walt Disney Pictures
14873,Walt Disney Television Animation
14873,Walt Disney Animation Australia
14873,DisneyToon Studios
153,American Zoetrope
10147,Columbia Pictures
10147,Dimension Films (US version)
9486,Universal Pictures
9486,StudioCanal
10009,Walt Disney Pictures
10009,Walt Disney Feature Animation
10601,Columbia Pictures
10601,Universal Pictures
10601,Revolution Studios
10601,Quinta Communications
4256,Dimension Films
4256,Brad Grey Pictures
10028,Universal Pictures
10028,Marc Platt Productions
10028,NuAmerica Entertainment
8409,New Line Cinema
8409,Newman/Tooley Films
8409,Joseph Nittolo Entertainment
8409,DIA Productions GmbH & Co. KG
1584,Paramount Pictures
616,Cruise/Wagner Productions
616,Warner Bros.
616,Radar Pictures
616,"Bedford Falls Company, The"
8961,Columbia Pictures Corporation
8961,Don Simpson/Jerry Bruckheimer Films
1996,Paramount Pictures
1996,Toho-Towa
1996,Mutual Film Company
1996,Lawrence Gordon Productions
1996,British Broadcasting Corporation (BBC)
9902,Summit Entertainment
9902,Newmarket Capital Group
9902,Regency Enterprises
9902,Constantin Film Produktion
9902,Stan Winston Studio
2832,Konrad Pictures
2832,Columbia Pictures Corporation
8619,Universal Pictures
8619,Twentieth Century Fox Film Corporation
8619,Samuel Goldwyn Films
8619,Miramax
11820,Columbia Pictures
11820,Revolution Studios
322,Village Roadshow Pictures
322,Malpaso Productions
322,NPV Entertainment
322,Warner Bros.
55931,Village Roadshow Pictures
9506,Columbia Pictures
9506,Revolution Studios
9506,Happy Madison Productions
9341,Paramount Pictures
9341,David Foster Productions
9341,Horsepower Films
9341,LivePlanet
9341,Core Productions
1927,Universal Pictures
1927,Good Machine
1927,Valhalla Motion Pictures
1927,Marvel Enterprises
1428,Columbia Pictures Corporation
1428,Dimension Films
1428,Troublemaker Studios
13654,Walt Disney Pictures
